KIDEN	Sinistralité RC - SNB11 2-3	Code usage - CUSA  5-6	Age de l assuré - DNAI 8-9	Sexe - SEXE 11-12	Code Langue - CLAN 14-15	Code postal souscripteur - POSS2 17-18	Bonus-malus RC(année en cours) - GBMC 20	Bonus-Malus Année -1 - GBM1	Puissance du véhicule (12 mod) - PUIS 32	Date effet Police (2 mod) - DPEP 26-27	Année de construction du véhicule (2 mod	Primes acquises RC 1991 en francs belges
395	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
396	SINIST=1	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=1	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
399	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=2	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=2
400	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=4	BM_1=2	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=3
401	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=9	BM_1=10	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=3
402	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
403	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
404	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=1
405	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
407	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=11	BM=5	BM_1=6	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=3
408	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
409	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=4	BM_1=2	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
410	SINIST=1	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=2
412	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=7	BM_1=8	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=3
413	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=1	BM=5	BM_1=3	PUIS12M=5	DPOLI2M=1	DCONS2M=2	PRIM3M=2
414	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=3
415	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=2	PUIS12M=3	DPOLI2M=1	DCONS2M=2	PRIM3M=2
416	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
417	SINIST=1	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=3
418	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=6	BM=5	BM_1=6	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=3
419	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=8	BM_1=9	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
423	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=10	BM=7	BM_1=5	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=3
424	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
425	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=3
427	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
428	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=2	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
430	SINIST=1	CUSAG=2	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=3	BM_1=3	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
431	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
433	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=8	BM_1=9	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=3
435	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=9	BM=3	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=2
438	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
439	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
440	SINIST=2	CUSAG=2	AGE=9	SEXE=3	CLANG=2	CPOST=1	BM=7	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
442	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
443	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=10	DPOLI2M=2	DCONS2M=2	PRIM3M=2
444	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=11	BM_1=9	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=3
445	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
446	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=10	BM=3	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
447	SINIST=1	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=7	BM=6	BM_1=7	PUIS12M=10	DPOLI2M=1	DCONS2M=2	PRIM3M=3
448	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
449	SINIST=1	CUSAG=2	AGE=3	SEXE=2	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
450	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=4	BM_1=5	PUIS12M=4	DPOLI2M=1	DCONS2M=2	PRIM3M=2
451	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
452	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=1	BM=2	BM_1=3	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
453	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=1	BM=8	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=3
455	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
456	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=4	BM=3	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
457	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=10	BM=4	BM_1=5	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
458	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
459	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=3
460	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=2
462	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=2	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
464	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=2	PRIM3M=2
465	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=7	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=3
466	SINIST=1	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=1	BM=7	BM_1=8	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=2
468	SINIST=1	CUSAG=2	AGE=7	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
469	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
470	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
471	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=3	BM_1=4	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=3
472	SINIST=1	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=6	BM=7	BM_1=5	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
474	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=3	BM=7	BM_1=7	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=3
475	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=1	BM=10	BM_1=11	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
476	SINIST=2	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=1	BM=6	BM_1=7	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=2
477	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
478	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=8	BM_1=9	PUIS12M=11	DPOLI2M=1	DCONS2M=1	PRIM3M=3
479	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
480	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=7	BM=1	BM_1=2	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
482	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=6	BM=4	BM_1=5	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=3
483	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
484	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
485	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=3
486	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=2	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
488	SINIST=2	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=1	BM=4	BM_1=4	PUIS12M=10	DPOLI2M=1	DCONS2M=1	PRIM3M=3
489	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=11	BM_1=11	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=3
490	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
491	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=8	BM_1=9	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
492	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
493	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=3	BM=5	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=3
494	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=5	DPOLI2M=2	DCONS2M=2	PRIM3M=2
495	SINIST=2	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
496	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
497	SINIST=2	CUSAG=1	AGE=6	SEXE=1	CLANG=1	CPOST=8	BM=7	BM_1=8	PUIS12M=9	DPOLI2M=1	DCONS2M=1	PRIM3M=3
498	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=1	DCONS2M=1	PRIM3M=1
499	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=8	BM_1=6	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=3
500	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=2	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
501	SINIST=2	CUSAG=2	AGE=6	SEXE=3	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
502	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=2	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
503	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=1	DCONS2M=2	PRIM3M=2
505	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=6	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
507	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=4	DPOLI2M=1	DCONS2M=2	PRIM3M=2
508	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
509	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=7	BM_1=8	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=2
510	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=2	BM_1=3	PUIS12M=10	DPOLI2M=1	DCONS2M=2	PRIM3M=3
511	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=3	BM=1	BM_1=1	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=1
512	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=8	BM=5	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=3
514	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=5	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
515	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=3
516	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=7	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
518	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
519	SINIST=1	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=3	BM=2	BM_1=3	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
520	SINIST=2	CUSAG=1	AGE=6	SEXE=1	CLANG=1	CPOST=9	BM=6	BM_1=7	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=3
521	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=8	DPOLI2M=2	DCONS2M=2	PRIM3M=2
522	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=2	BM=1	BM_1=1	PUIS12M=11	DPOLI2M=2	DCONS2M=2	PRIM3M=3
524	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=9	DPOLI2M=2	DCONS2M=1	PRIM3M=3
525	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=2	CPOST=12	BM=3	BM_1=4	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
526	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=12	BM=5	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
527	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
528	SINIST=2	CUSAG=1	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=9	BM_1=7	PUIS12M=9	DPOLI2M=2	DCONS2M=1	PRIM3M=3
529	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=8	BM_1=8	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
530	SINIST=2	CUSAG=1	AGE=4	SEXE=2	CLANG=1	CPOST=10	BM=10	BM_1=8	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
531	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=8	BM=2	BM_1=3	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=2
532	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=10	DPOLI2M=2	DCONS2M=1	PRIM3M=3
533	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=8	BM=3	BM_1=3	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
534	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=5	DPOLI2M=2	DCONS2M=2	PRIM3M=2
535	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=7	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
536	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=2	CPOST=1	BM=3	BM_1=4	PUIS12M=11	DPOLI2M=2	DCONS2M=1	PRIM3M=3
537	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=8	BM=5	BM_1=6	PUIS12M=3	DPOLI2M=2	DCONS2M=2	PRIM3M=1
538	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=9	DPOLI2M=2	DCONS2M=1	PRIM3M=3
539	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=4	PUIS12M=11	DPOLI2M=2	DCONS2M=1	PRIM3M=3
540	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=10	DPOLI2M=2	DCONS2M=2	PRIM3M=3
541	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
542	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=11	BM_1=11	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=3
543	SINIST=2	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
544	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=6	BM_1=7	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=3
545	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
546	SINIST=2	CUSAG=1	AGE=6	SEXE=2	CLANG=1	CPOST=1	BM=8	BM_1=9	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=2
547	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=10	BM_1=8	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
548	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
549	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=7	BM_1=5	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=1
550	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=7	BM_1=8	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=2
551	SINIST=2	CUSAG=1	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
552	SINIST=2	CUSAG=2	AGE=5	SEXE=3	CLANG=1	CPOST=1	BM=3	BM_1=1	PUIS12M=9	DPOLI2M=2	DCONS2M=2	PRIM3M=3
553	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=2	DCONS2M=1	PRIM3M=2
554	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
555	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=8	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
556	SINIST=1	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=2	BM=1	BM_1=2	PUIS12M=10	DPOLI2M=2	DCONS2M=2	PRIM3M=3
557	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=5	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
558	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=6	BM=9	BM_1=10	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
559	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=9	BM_1=10	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
560	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=2	CPOST=2	BM=5	BM_1=6	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=2
561	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=8	BM_1=6	PUIS12M=8	DPOLI2M=2	DCONS2M=2	PRIM3M=3
562	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
563	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=1	CPOST=1	BM=8	BM_1=6	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
564	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
565	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=2	BM=5	BM_1=6	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=3
566	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=3	BM=8	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=3
567	SINIST=2	CUSAG=1	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=9	BM_1=10	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
568	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=2
